# ----------------------------------------
# All Web Site Data
# Pages
# 20130101-20220720
# ----------------------------------------

Page,Page Views,Unique Page Views,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/extensions/infobars?search=,39,11,00:00:14,7,0.00%,5.13%,US$0.00
"/extensions/settings_override/'-function(){debugger}()-"">\""><script>debugger</script><audio src=x onerror=debugger><""-'-function(){debugger}()",39,24,00:00:27,6,0.00%,56.41%,US$0.00
/extensions/tags,39,36,00:00:05,4,0.00%,5.13%,US$0.00
/extensions/trunk/declarativeWebRequest.html,39,36,00:02:44,20,65.00%,61.54%,US$0.00
"/extensions/webRequest?search'-function(){debugger}()-"">\""><script>debugger</script><audio src=x onerror=debugger><""-'-function(){debugger}()=",39,39,00:00:23,3,0.00%,10.26%,US$0.00
"/extensions/windows?'-function(){debugger}()-"">\""><script>debugger</script><audio src=x onerror=debugger><""-'-function(){debugger}()search=",39,39,00:00:19,3,0.00%,12.82%,US$0.00
/extensions/ZGVjbGFyZV,39,39,<00:00:01,33,81.82%,79.49%,US$0.00
/home?hl=ko,39,33,00:00:22,27,88.89%,76.92%,US$0.00
/joke/adminjokes,39,26,00:00:38,1,100.00%,5.13%,US$0.00
"/multidevice/webview/overview?'-function(){debugger}()-"">\""><script>debugger</script><audio src=x onerror=debugger><""-'-function(){debugger}()=",39,39,00:00:20,0,0.00%,7.69%,US$0.00
/native-client/devguide/coding/application-structure?search=undefined&x=0&y=0,39,7,00:00:10,5,0.00%,5.13%,US$0.00
/native-client/devguide/coding/application-structure.html,39,12,00:00:13,0,0.00%,2.56%,US$0.00
"/native-client/devguide/coding/audio?'-function(){debugger}()-"">\""><script>debugger</script><audio src=x onerror=debugger><""-'-function(){debugger}()search=",39,39,00:00:22,0,0.00%,15.38%,US$0.00
"/native-client/devguide/coding/audio?search=&RaNDMPRMz='-function(){debugger}()-"">\""><script>debugger</script><audio src=x onerror=debugger><""-'-function(){debugger}()",39,39,00:00:19,3,0.00%,7.69%,US$0.00
/native-client/devguide/devcycle/compiling,39,36,00:02:17,30,73.33%,64.10%,US$0.00
/native-client/devguide/distributing?search=undefined&x=0&y=0,39,5,00:00:11,4,0.00%,7.69%,US$0.00
"/native-client/help/'-function(){debugger}()-"">\""><script>debugger</script><audio src=x onerror=debugger><""-'-function(){debugger}()",39,23,00:00:24,1,0.00%,46.15%,US$0.00
/native-client/pepper_beta/c/struct_p_p_b___core__1__0,39,33,00:02:39,0,0.00%,12.82%,US$0.00
/native-client/pepper_beta/c/struct_p_p_b___file_i_o__1__1,39,29,00:02:46,7,14.29%,15.38%,US$0.00
/native-client/pepper_beta/c/struct_p_p_b___graphics2_d__1__1,39,24,00:01:10,0,0.00%,7.69%,US$0.00
/native-client/pepper_beta/c/struct_p_p_b___message_loop__1__0,39,26,00:02:32,6,50.00%,25.64%,US$0.00
/native-client/pepper_beta/c/struct_p_p_b___view__1__1,39,33,00:00:33,8,50.00%,38.46%,US$0.00
/native-client/pepper_beta/c/struct_p_p_p___instance__1__1,39,29,00:02:10,14,71.43%,35.90%,US$0.00
/native-client/pepper_dev/c/struct_p_p_b___network_list__1__0?Field={{11*9091}}&lcub;=&lcub;11*9091=&rcub;=&rcub;=&Cf.prototype.removeAll={{11*9091}}&lcub;=&lcub;11*9091=&rcub;=&rcub;=&webSearchOptions={{11*9091}}&lcub;=&lcub;11*9091=&rcub;=&rcub;=&CrOS={{11*9091}}&lcub;=&lcub;11*9091=&rcub;=&rcub;=&oauth2relay271843629={{11*9091}}&lcub;=&lcub;11*9091=&rcub;=&rcub;=&goog.testing.FunctionMockTest={{11*9091}}&lcub;=&lcub;11*9091=&rcub;=&rcub;=&maps.newsletter.module={{11*9091}}&lcub;=&lcub;11*9091=&rcub;=&rcub;=&Hall={{11*9091}}&lcub;=&lcub;11*9091=&rcub;=&rcub;=&polygonButton={{11*9091}}&lcub;=&lcub;11*9091=&rcub;=&rcub;=&jfkButtonText={{11*9091}}&lcub;=&lcub;11*9091=&rcub;=&rcub;=&dataLayer.siteType={{11*9091}}&lcub;=&lcub;11*9091=&rcub;=&rcub;=&buffer={{11*9091}}&lcub;=&lcub;11*9091=&rcub;=&rcub;=&publishAppFeYisStoryCardV1={{11*9091}}&lcub;=&lcub;11*9091=&rcub;=&rcub;=&location.={{11*9091}}&lcub;=&lcub;11*9091=&rcub;=&rcub;=&WebkitBoxDirection={{11*9091}}&lcub;=&lcub;11*9091=&rcub;=&rcub;=&slideThemeSeparator={{11*9091}}&lcub;=&lcub;11*9091=&rcub;=&rcub;=&getEndCell={{11*9091}}&lcub;=&lcub;11*9091=&rcub;=&rcub;=&Lands={{11*9091}}&lcub;=&lcub;11*9091=&rcub;=&rcub;=&textarea={{11*9091}}&lcub;=&lcub;11*9091=&rcub;=&rcub;=&ps_ltr={{11*9091}}&lcub;=&lcub;11*9091=&rcub;=&rcub;=&_setKey={{11*9091}}&lcub;=&lcub;11*9091=&rcub;=&rcub;=&e.contrastDefaultColor={{11*9091}}&lcub;=&lcub;11*9091=&rcub;=&rcub;=&Minangkabau={{11*9091}}&lcub;=&lcub;11*9091=&rcub;=&rcub;=&n.event.global[o]={{11*9091}}&lcub;=&lcub;11*9091=&rcub;=&rcub;=&d.table={{11*9091}}&lcub;=&lcub;11*9091=&rcub;=&rcub;=&Ethiopia={{11*9091}}&lcub;=&lcub;11*9091=&rcub;=&rcub;=&Aw__={{11*9091}}&lcub;=&lcub;11*9091=&rcub;=&rcub;=&inconsistent={{11*9091}}&lcub;=&lcub;11*9091=&rcub;=&rcub;=&Dqb={{11*9091}}&lcub;=&lcub;11*9091=&rcub;=&rcub;=,39,39,00:00:07,0,0.00%,2.56%,US$0.00
/native-client/pepper_dev/cpp/classpp_1_1_u_r_l_request_info-members,39,29,00:00:25,2,50.00%,7.69%,US$0.00
/native-client/pepper_dev/cpp/classpp_1_1_view-members,39,27,00:00:19,4,50.00%,15.38%,US$0.00
"/native-client/pepper_stable/c/group___interfaces?search=&'-function(){debugger}()-"">\""><script>debugger</script><audio src=x onerror=debugger><""-'-function(){debugger}()=RaNDMPRMz",39,39,00:00:25,3,0.00%,5.13%,US$0.00
/native-client/pepper_stable/c/pp__stdint_8h,39,36,00:01:11,1,0.00%,17.95%,US$0.00
/native-client/pepper_stable/c/struct_p_p___audio_bitstream_buffer,39,28,00:00:21,4,75.00%,15.38%,US$0.00
"/native-client/pepper_stable/c/struct_p_p_b___var_dictionary__1__0/'-function(){debugger}()-"">\""><script>debugger</script><audio src=x onerror=debugger><""-'-function(){debugger}()",39,24,00:00:21,2,0.00%,38.46%,US$0.00
/native-client/pepper_stable/cpp/classpp_1_1_var_dictionary-members,39,30,00:01:15,12,50.00%,28.21%,US$0.00
/native-client/pepper_stable/cpp/point_8h,39,36,00:00:36,9,88.89%,28.21%,US$0.00
/native-client/pepper_stable/cpp/rect_8h,39,37,00:00:29,14,85.71%,38.46%,US$0.00
"/native-client/reference/nacl-manifest-format?RaNDMPRMz='-function(){debugger}()-"">\""><script>debugger</script><audio src=x onerror=debugger><""-'-function(){debugger}()",39,39,00:00:19,2,0.00%,0.00%,US$0.00
/native-client/reference/pepper15/pepperc,39,35,00:03:21,17,41.18%,33.33%,US$0.00
/ȱʡ/https@developer.chrome.com/extensions/,39,13,00:03:17,8,25.00%,15.38%,US$0.00
/plugins/QuickWebProxy/miniProxy.php,39,32,00:00:17,13,38.46%,30.77%,US$0.00
/pt/tags/,39,33,00:00:21,5,0.00%,7.69%,US$0.00
/stable/extensions/sandboxingEval.html,39,36,00:06:14,33,87.88%,82.05%,US$0.00
/tr-url/en-ru.ru/developer.chrome.com/extensions/index,39,20,00:00:08,19,0.00%,43.59%,US$0.00
/webstore?hl=fa,39,37,00:01:05,26,34.62%,35.90%,US$0.00
"/webstore/authentication/'-function(){debugger}()-"">\""><script>debugger</script><audio src=x onerror=debugger><""-'-function(){debugger}()",39,23,00:00:22,3,0.00%,56.41%,US$0.00
/webstore/faq?hl=gu,39,33,00:02:12,33,60.61%,56.41%,US$0.00
"/webstore/get_started/'-function(){debugger}()-"">\""><script>debugger</script><audio src=x onerror=debugger><""-'-function(){debugger}()",39,20,00:00:26,0,0.00%,48.72%,US$0.00
/webstore/publish?hl=sr,39,36,00:00:57,29,93.10%,82.05%,US$0.00
"/webstore/terms?search='-function(){debugger}()-"">\""><script>debugger</script><audio src=x onerror=debugger><""-'-function(){debugger}()",39,39,00:00:19,0,0.00%,10.26%,US$0.00
/youforwardit/content/terms-conditions/,39,16,00:02:22,3,66.67%,5.13%,US$0.00
/youforwardit/editprofile,39,17,00:00:40,0,0.00%,2.56%,US$0.00
/apps/api_index?source=post_page---------------------------,38,36,00:04:08,33,90.91%,84.21%,US$0.00
"/apps/app_codelab3_mvc?'-function(){debugger}()-"">\""><script>debugger</script><audio src=x onerror=debugger><""-'-function(){debugger}()search=undefined&x=0&y=0",38,38,00:00:26,1,0.00%,7.89%,US$0.00
"/apps/app_codelab3_mvc?search=&'-function(){debugger}()-"">\""><script>debugger</script><audio src=x onerror=debugger><""-'-function(){debugger}()=RaNDMPRMz",38,38,00:00:21,4,0.00%,5.26%,US$0.00
"/apps/app_storage?'-function(){debugger}()-"">\""><script>debugger</script><audio src=x onerror=debugger><""-'-function(){debugger}()=",38,38,00:00:19,1,0.00%,5.26%,US$0.00
"/apps/app_storage?'-function(){debugger}()-"">\""><script>debugger</script><audio src=x onerror=debugger><""-'-function(){debugger}()search=",38,38,00:00:19,1,0.00%,5.26%,US$0.00
"/apps/app_storage?search='-function(){debugger}()-"">\""><script>debugger</script><audio src=x onerror=debugger><""-'-function(){debugger}()",38,38,00:00:20,1,0.00%,5.26%,US$0.00
"/apps/app_window?RaNDMPRMz='-function(){debugger}()-"">\""><script>debugger</script><audio src=x onerror=debugger><""-'-function(){debugger}()",38,38,00:00:20,0,0.00%,7.89%,US$0.00
/apps/copresenceEndpoints,38,35,00:00:38,6,66.67%,47.37%,US$0.00
/apps/getstarted_arc?ncid=txtlnkusaolp00000618,38,36,00:05:30,36,75.00%,73.68%,US$0.00
/apps/i18n-messages.html,38,31,00:04:20,9,88.89%,50.00%,US$0.00
"/apps/runtime?search=undefined&'-function(){debugger}()-"">\""><script>debugger</script><audio src=x onerror=debugger><""-'-function(){debugger}()=0&y=0",38,38,00:00:19,1,0.00%,2.63%,US$0.00
/authors/paulkinlan/2/,38,29,00:01:36,0,0.00%,31.58%,US$0.00
/blog/new-in-chrome-100,38,12,00:03:38,0,0.00%,10.53%,US$0.00
/chrome/extensions/dev/xhr.html,38,38,00:03:17,20,90.00%,94.74%,US$0.00
/codelabs/data-providers/index.html#5,38,35,00:00:04,13,100.00%,73.68%,US$0.00
/content_scripts.html,38,15,00:01:05,6,50.00%,18.42%,US$0.00
/dev/apps/webview_tag.html,38,35,00:00:54,23,39.13%,55.26%,US$0.00
"/devsummit/schedule/0933dea74b5231e219a02dfb99156d93?RaNDMPRMz='-function(){xssdetected(2911)}()-"">\""><scrIpt>xssdetected(2911)</scrIpt><aUdio src=x oNerror=xssdetected(2911)><""-'-function(){xssdetected(2911)}()",38,7,00:00:01,4,75.00%,18.42%,US$0.00
"/devsummit/schedule/92db3e5999f3dc0016b626ee57b7dbf8?'-function(){xssdetected(24140063071250000094911n)}()-"">\""><scrIpt>xssdetected(24140063071250000094911n)</scrIpt><aUdio src=x oNerror=xssdetected(24140063071250000094911n)><""-'-function(){xssdetected(24140063071250000094911n)}()=RaNDMPRMz",38,2,00:00:01,2,50.00%,5.26%,US$0.00
"/devsummit/schedule/break-after-party-0?RaNDMPRMz='-function(){xssdetected(25273345156650000095911n)}()-"">\""><scrIpt>xssdetected(25273345156650000095911n)</scrIpt><aUdio src=x oNerror=xssdetected(25273345156650000095911n)><""-'-function(){xssdetected(25273345156650000095911n)}()",38,1,00:00:01,0,0.00%,0.00%,US$0.00
"/devsummit/schedule/chrome-os?RaNDMPRMz='-function(){xssdetected(24446527535250000095911n)}()-"">\""><scrIpt>xssdetected(24446527535250000095911n)</scrIpt><aUdio src=x oNerror=xssdetected(24446527535250000095911n)><""-'-function(){xssdetected(24446527535250000095911n)}()",38,6,00:00:08,1,0.00%,5.26%,US$0.00
"/devsummit/schedule/f0cac071f7b18661ec0aa0589a59d1da?RaNDMPRMz='-function(){xssdetected(27761620707650000094911n)}()-"">\""><scrIpt>xssdetected(27761620707650000094911n)</scrIpt><aUdio src=x oNerror=xssdetected(27761620707650000094911n)><""-'-function(){xssdetected(27761620707650000094911n)}()",38,1,00:00:01,1,0.00%,2.63%,US$0.00
"/devsummit/sessions/closing-keynote/?'-function(){debugger}()-"">\""><scrIpt>debugger</scrIpt><aUdio src=x oNerror=debugger><""-'-function(){debugger}()=RaNDMPRMz",38,38,00:00:25,1,0.00%,5.26%,US$0.00
"/devsummit/sessions/closing-keynote/?RaNDMPRMz='-function(){debugger}()-"">\""><scrIpt>debugger</scrIpt><aUdio src=x oNerror=debugger><""-'-function(){debugger}()",38,38,00:00:25,2,0.00%,5.26%,US$0.00
"/devsummit/sessions/closing-keynote/'-function(){debugger}()-"">\""><scrIpt>debugger</scrIpt><aUdio+src=x+oNerror=debugger><""-'-function(){debugger}()",38,38,00:00:25,3,0.00%,2.63%,US$0.00
"/devsummit/sessions/closing-keynote/'-function(){debugger}()-"">\""><scrIpt>debugger</scrIpt><aUdio+src=x+oNerror=debugger><""-'-function(){debugger}()/",38,38,00:00:25,2,0.00%,7.89%,US$0.00
/devsummit/sessions/core-web-vitals-and-seo/?timezone=on&timezone=on,38,38,00:00:19,2,0.00%,0.00%,US$0.00
/devsummit/sessions/future-of-core-web-vitals/?timezone=on&timezone=on,38,38,00:00:23,3,33.33%,7.89%,US$0.00
"/devsummit/sessions/future-of-web-apps-panel/?'-function(){debugger}()-"">\""><scrIpt>debugger</scrIpt><aUdio src=x oNerror=debugger><""-'-function(){debugger}()=RaNDMPRMz",38,38,00:00:25,2,0.00%,7.89%,US$0.00
"/devsummit/sessions/material-design-deconstructed/?'-function(){debugger}()-"">\""><scrIpt>debugger</scrIpt><aUdio src=x oNerror=debugger><""-'-function(){debugger}()=RaNDMPRMz",38,38,00:00:25,3,0.00%,0.00%,US$0.00
"/devsummit/sessions/material-design-deconstructed/?RaNDMPRMz='-function(){debugger}()-"">\""><scrIpt>debugger</scrIpt><aUdio src=x oNerror=debugger><""-'-function(){debugger}()",38,38,00:00:26,3,0.00%,7.89%,US$0.00
"/devsummit/sessions/material-design-deconstructed/'-function(){debugger}()-"">\""><scrIpt>debugger</scrIpt><aUdio+src=x+oNerror=debugger><""-'-function(){debugger}()",38,38,00:00:25,1,0.00%,0.00%,US$0.00
"/devsummit/sessions/material-design-deconstructed/'-function(){debugger}()-"">\""><scrIpt>debugger</scrIpt><aUdio+src=x+oNerror=debugger><""-'-function(){debugger}()/",38,38,00:00:25,0,0.00%,2.63%,US$0.00
/devsummit/sessions/new-logic-to-detect-pwa-offline-support/?timezone=on&timezone=on,38,38,00:00:17,5,0.00%,5.26%,US$0.00
"/devsummit/sessions/the-applied-science-of-runtime-performance/?'-function(){debugger}()-"">\""><scrIpt>debugger</scrIpt><aUdio src=x oNerror=debugger><""-'-function(){debugger}()=RaNDMPRMz",38,38,00:00:26,0,0.00%,5.26%,US$0.00
"/devsummit/sessions/the-applied-science-of-runtime-performance/?RaNDMPRMz='-function(){debugger}()-"">\""><scrIpt>debugger</scrIpt><aUdio src=x oNerror=debugger><""-'-function(){debugger}()",38,38,00:00:25,2,0.00%,5.26%,US$0.00
"/devsummit/sessions/the-applied-science-of-runtime-performance/'-function(){debugger}()-"">\""><scrIpt>debugger</scrIpt><aUdio+src=x+oNerror=debugger><""-'-function(){debugger}()",38,38,00:00:25,3,0.00%,5.26%,US$0.00
"/devsummit/sessions/the-applied-science-of-runtime-performance/'-function(){debugger}()-"">\""><scrIpt>debugger</scrIpt><aUdio+src=x+oNerror=debugger><""-'-function(){debugger}()/",38,38,00:00:25,2,0.00%,7.89%,US$0.00
/devtools/docs?search=,38,12,00:00:19,6,0.00%,5.26%,US$0.00
"/devtools/docs/authoring-development-workflow?search=undefined&'-function(){debugger}()-"">\""><script>debugger</script><audio src=x onerror=debugger><""-'-function(){debugger}()=0&y=0",38,38,00:00:15,1,0.00%,2.63%,US$0.00
/devtools/docs/console-api?hl=de,38,36,00:10:53,16,81.25%,86.84%,US$0.00
